"Product.Key","Product.VLongDescription"
6839,"Ecom Laptop Desk - White laptop desk Laptop Desk White     Product Dimensions: 23.23 in L x 15.75 in W x 2.52 in H /59 cm L x 40 cm W x 6.4 cm H 3.17lbs/1.44kgs  Color: Bright Pure White 11-0601 TCX Bright White black pad  Materials of Construction: Finished MDF surface Foam and non-woven bottom  Factory must use materials that are certified to pass California Code 93120 and provide certification upon inspection.   P2 board Code 93120  The product needs to be labeled with a removable sticker that contains the production date or lot number and “California 93120 compliant for formaldehyde Phase 2”       PACKAGING  Artwork Brand - HCD  1pc/retail unit (each): 24.41 in L x 16.54 in W x 3.15 in H (62 cm L x 42 cm W x 8 cm H) UPC 847539086453  Net Weight: 3.09 lbs / 1.4 kgs  Gross Weight: 4.41 lbs / 2 kgs  Retail Packaging: Ultra-peelable UPC sticker on item. 1pc/Brown box. 3A drop testing required.           Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper BAND: 5-Ply corrugated cardboard A/B Flute. *Only 1 side with foam other side without foam; must hold 150 lbs/bursting force     FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash untrimmed threads poor sewing burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+/-5%).  - Master Carton must pass ISTA-1A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65  - Must pass US / CARB regulations for formaldehyde. laptop table Tables  White  "
6840,"Ecom Laptop Desk - Indigo laptop desk Laptop Desk Indigo     Product Dimensions: 23.23 in L x 15.75 in W x 2.52 in H /59 cm L x 40 cm W x 6.4 cm H 3.17lbs/1.44kgs  Color: Indigo blue (Pantone 2377C) black pad  Materials of Construction: Finished MDF surface Foam and non-woven bottom  Factory must use materials that are certified to pass California Code 93120 and provide certification upon inspection.   P2 board Code 93120  The product needs to be labeled with a removable sticker that contains the production date or lot number and “California 93120 compliant for formaldehyde Phase 2”       PACKAGING  Artwork Brand - HCD  1pc/retail unit (each): 24.41 in L x 16.54 in W x 3.15 in H (62 cm L x 42 cm W x 8 cm H) UPC 847539086460  Net Weight: 3.09 lbs / 1.4 kgs  Gross Weight: 4.41 lbs / 2 kgs  Retail Packaging: Ultra-peelable UPC sticker on item. 1pc/Brown box. 3A drop testing required.         Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper BAND: 5-Ply corrugated cardboard A/B Flute. *Only 1 side with foam other side without foam; must hold 150 lbs/bursting force     FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash untrimmed threads poor sewing burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+/-5%).  - Master Carton must pass ISTA-1A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65  - Must pass US / CARB regulations for formaldehyde. laptop table Tables  Dark Blue  "
6841,"Ecom 5Tier Chrme Shlving 200lb 5 Tier Chrome Shelving Urban 5 tier shelving 14"" x 36"" x 72""-200 lb. capacity per shelf-(DIB: 30060)  13.8"" w x 35.9"" x 72"" h 5-tier chrome shelving unit 4-leg levelers. 5-14x36 shelves 200 lb rating. ""NSF""  Steel wire gauge: 4.5mm + 3.7mm + 2.3mm 1"" chrome plated steel post 25.4 mm Th Dia x .7 mm Th     Current artwork verison: 130807    Ecommerce    Product Dimensions: 36 in L x 14 in W x 72 in H /91.4 cm L x 35.6 cm W x 182.9 cm H 23.72lbs/10.76kgs  Color: chrome  Materials of Construction: steel   Component Materials Dimensions Weights:  5-tier chrome shelving unit 4-leg levelers. 5-14x36 shelves 200 lb rating. ""NSF""  Steel wire gauge: 4.5 mm + 3.7 mm + 2.3 mm  1"" chrome plated steel post 25.4 mm Th dia x 0.7 mm Th  NSF certified and stamped with NSF and Honey-Can-Do logo.    200 lb. capacity per shelf.    PACKAGING  Artwork Brand - HCD Ecom   1 pcs/ecom packaging: 37.20 in L x 14.88 in W x 7.68 in H ( 94.49 cm L x 37.80 cm W x 19.51 cm H) 26.00 lbs/ 11.83 kgs  UPC 847539086477  Ecom Packaging: Brown box with white UPC label black printing   Assembly is required. All components must be marked with removable labels that match the component letter on the HCD instruction sheet.   Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Ecom Shipper Box: 5-Ply corrugated cardboard A/B Flute. must pass ISTA-3A carton drop test    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+5%/-0%).  - must pass ISTA-3A carton drop test  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65  - Additional product testing required:   - Weight Capacity: 200 lbs per shelf   - Load Capacity: Holds claimed load (or 1000 lbs) with no permanent deformation  - Tilt Resistance (loaded): Does not tip on a 8 degree incline in the direction of least stability loaded to claimed load (or 500 lbs)  - Tilt Resistance (unloaded): Does not tip on a 8 degree incline in the direction of least stability unloaded       Shelving Shelving Exclusive in HCD Packaging Chrome plated steel  A"
6842,"OTD Hanging Organizer Hanging Organizer Natural OTD Hanging Organizer    Product Dimensions: 20 in L x 6 in W x 78-82 in H (50.8 cm L x 15.24 cm W x 198.12-208.28 cm H) 3.6 lbs/1.63 kgs  Color: Natural  Materials of Construction: Body: TC Canvas (220g) 2mm cardboard stiffener in rear panel of each section Straps: 1.25"" Webbing tri-glide for 4"" of adjustability 4 OTD Metal Hooks (two on top two on bottom) each of the 3 bins includes a lay-in 2mm cardboard stiffener panel    PACKAGING  Artwork Brand - HCD  1 pc/retail unit (each): 20.47 in L x 2.76 in W x 10.63 in H (52 cm L x 7 cm W x 27 cm H) 3.86 lbs/1.75 kgs; UPC 847539086484  Retail Packaging: Color Box    6 pcs/20-level Box (master): 11.42 in L x 17.32 in W x 21.26 in H (29 cm L x 44 cm W x 54 cm H) GTIN 20847539086488  Net Weight: 23.15 lbs/10.5 kgs  Gross Weight: 27.56 lbs/12.5 kgs  Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard B/C Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+/-5%).  - Must pass ISTA-1A carton drop test      Hanging Organizer Soft-Sided Storage  Natural  "
6844,"3pk Rec. Woven Totes Silver 3pk Rec. Woven Totes Silver Product Dimensions: Large: 13 in L X 10  in W X 6 in H (33.02 cm L x 25.4 cm W x 15.24 cm H)  lbs/kgs  Medium: 11.5 in L X 8.5 in W X 5.5 in H (29.21 cm L x 21.59 cm W x 13.97 cm H)   Small: 10 in L X 7 in W X 5 in H (25.4 cm L x 17.78 cm W x 12.7 cm H)   *Items are nested   Color: silver; Swatch#HM022  Materials of Construction: PP wire frame (wire gauge 3.6mm) double woven strap (700g/100 meter) 2 strap handles on both sides     PACKAGING  Artwork Brand - HCD  3 pcs/retail unit: 13 in L X 10  in W X 6 in H (33.02 cm L x 25.4 cm W x 15.24 cm H)  2.43 lbs/ 1.1 kgs UPC 847539083162    Retail Packaging: Color Hangtag; Zip tie on side opposite of hang tag;   6 sets/20-level Box (18pcs/mastercarton): 18.90 in L x 13.78 in W x 21.26 in H ( 48 cm L x 35 cm W x 54 cm H) GTIN 20847539083166 GTIN label required  Net Weight: 14.55 lbs/6.6 kgs   Gross Weight: 16.76 lbs/ 7.6 kgs   Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements. Carton must comply with drop testing guidelines  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash untrimmed threads poor sewing burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+/-5%).  - Master Carton must pass ISTA-3A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65 baskets Storage Bins and Baskets Silver  "
6846,"3pc Woven Totes Espresso 3pc Woven Totes Espresso Product Dimensions: Large: 15 in L x 13 in W x 5 in H (38.1 cm L x 33.02 cm W x 12.7 cm H)  Small (2pcs): 12 in L X 6.5 in W X 4.5 in H (30.48 cm L x 16.51cm W x 11.43)   *Items are nested   Color: ESPRESSO pantone: (19-1111TPX)  Materials of Construction: PP wire frame (wire gauge 3.8mm) double woven strap (700g/100 meter) 2 cut out handles on both sides    PACKAGING  Artwork Brand - HCD  3 pcs (1 large & 2 small)/retail unit: 15 in L x 13 in W x 5 in H (38.1 cm L x 33.02 cm W x 12.7 cm H)  3.31 lbs/ 1.5 kgs UPC: 847539083179   Retail Packaging: Color Hangtag; Zip tie on side opposite of hang tag;   4 sets/20-level Box (12pcs/mastercarton): 15.75 in L x 13.78 in W x 20.47 in H (40 cm L x 35 cm W x 52 cm H) GTIN: 20847539083173  GTIN label required  Net Weight: 10.14 lbs/ 4.6  kgs   Gross Weight: 11.46 lbs/ 5.2 kgs   Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements. Carton must comply with drop testing guidelines  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash untrimmed threads poor sewing burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+/-5%).  - Master Carton must pass ISTA-3A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65 baskets Storage Bins and Baskets   "
6847,"4pk Woven Totes Creme 4pk Woven Totes Creme Product Dimensions: Large: 14 in L x 10 in W x 5.1 in H ( 35.56cm L x 25.4cm W x 12.95cm H) lbs/kgs  Medium: 12.4 in L x 8.75 in W x 4.5 in H (31.5 cm L x 22.35 cm W x  11.43 cm H)  Small (set of 2): 7.5 in L X 5.1 in W X 3.5 in H (19.05 cm L x 12.95 cm W x 8.9 cm H )  *Items are nested   Color: Creme pantone: (12-0605TPX)  Materials of Construction: PP wire frame (wire gauge 3.6mm) double woven strap (700g/100 meter) 2 strap handles on both sides    PACKAGING  Artwork Brand - HCD  4pcs (1 large 1 medium & 2 small nested)/retail unit: 14 in L x 10.5 in W x 5.1 in H ( 35.56 cm L x 26.67 cm W x 12.94 cm H)   2 lbs/ .91 kgs UPC: 847539083186  Retail Packaging: Color Hangtag; Zip tie on side opposite of hang tag must be strong enough to withstand travel and store display    4 sets/20-level Box (16pcs/mastercarton): 14.57 in L x 10.63 in W x 21.26 in H ( 37 cm L x 27 cm W x 54 cm H) GTIN: 20847539083180 GTIN label required  Net Weight: 7.76 lbs/ 3.52 kgs   Gross Weight: 8.82 lbs/ 4 kgs   Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements. Carton must comply with drop testing guidelines  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash untrimmed threads poor sewing burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+/-5%).  - Master Carton must pass ISTA-3A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65 baskets Storage Bins and Baskets   "
6848,"2pk Woven Tray Black 2pk Woven Tray Black Product Dimensions: 17 in L X 11.5 in W X 5 in H ( 43.18 cm L x 29.21 cm W x 12.7 cm H) (TWO PCS) 2.38 lbs / 1.08 kgs  *Items are nested   Color: Black; DTM vendor swatch: HM001  Materials of Construction: PP wire frame (wire gauge 3.8mm) double woven strap (700g/100 meter) 2 cut out handles on both sides     PACKAGING  Artwork Brand - HCD  2pcs/retail unit: 17 in L X 11.5 in W X 5 in H ( 43.18 cm L x 29.21 cm W x 12.7 cm H)  2.38 lbs / 1.08 kgs UPC 847539083193  Retail Packaging: Color Hangtag; all units Zip tied on side opposite of hang tag; zip tie must withstand travel and retail display    6 sets/20-level Box (12pcs/mastercarton): 17.32 in L x 11.81 in W x 20.47 in H ( 44 cm L x 30 cm W x 52 cm H) GTIN 20847539083197 GTIN label required  Net Weight: 13.89 lbs/6.3 kgs   Gross Weight: 15.43 lbs/ 7 kgs   Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements. Carton must comply with drop testing guidelines  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash untrimmed threads poor sewing burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+/-5%).  - Master Carton must pass ISTA-3A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65 baskets Storage Bins and Baskets Silver  "
6849,"2pk Woven Totes Orchid woven strap 12x10x8 Product Dimensions: 12 in L x 10 in W x 8 in H /30.5 cm L x 25.4 cm W x 20.3 cm H 2lbs/0.91kgs  Color: orchid; pantone: HM037  Materials of Construction: PP 700g/100m strapping Iron frame (3.8 wire gauge)    PACKAGING  Artwork Brand - HCD  2 pcs/retail unit: 13 in L x 10.38 in W x 9.65 in H ( 33.02 m L x 26.37 cm W x  24.51 cm H) 2.38lbs/1.08kgs UPC 847539083209  Retail Packaging: Color  Hangtag; zip tie on opposite side of hang tag     6 pcs/20-level Box: 12.6 in L x 10.63 in W x 26.38 in H (32 cm L x 27 cm W x 67 cm H)   Net Weight: 12.13 lbs/5.5 kgs  Gross Weight: 14.3lbs/6.486kgs GTIN 20847539083203GTIN label required  Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash untrimmed threads poor sewing burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+/-5%).  - Master Carton must pass ISTA-3A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65 baskets Storage Bins and Baskets Silver  "
6851,"2pk Woven Totes Cornflower woven strap 12x10x8 Product Dimensions: 12 in L x 10 in W x 8 in H /30.5 cm L x 25.4 cm W x 20.3 cm H 2lbs/0.91kgs  Color: cornflower; swatch: HM097  Materials of Construction: PP 700g/100m strapping Iron frame (3.8 wire gauge)    PACKAGING  Artwork Brand - HCD  2 pcs/retail unit: 13 in L x 10.38 in W x 9.65 in H ( 33.02 m L x 26.37 cm W x  24.51 cm H) 2.38lbs/1.08kgs UPC 847539083216  Retail Packaging: Color  Hangtag; zip tie on opposite side of hang tag    6 pcs/20-level Box: 12.6 in L x 10.63 in W x 26.38 in H (32 cm L x 27 cm W x 67 cm H)   Net Weight: 12.13 lbs/5.5 kgs  Gross Weight: 14.3lbs/6.486kgs GTIN 20847539083210GTIN label required  Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash untrimmed threads poor sewing burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+/-5%).  - Master Carton must pass ISTA-3A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65 baskets Storage Bins and Baskets Silver  "
6853,"Small Drawer Organizer Drawer Organizer Natural Small Drawer Organizer    Product Dimensions: 6 in L x 12 in W x 4 in H (15.24 cm L x 30.48 cm W x 10.16 cm H) 0.66 lbs/0.3 kgs  Color: Natural  Materials of Construction: Body: TC Canvas (220g) Side Walls: 2mm cardboard stiffener Dividers: TC Canvas with binding edge cardboard stiffener bottom insert with pull tab    PACKAGING  Artwork Brand - HCD  1 pc/retail unit (each): 4.72 in L x 1.57 in W x 12.20 in H (12 cm L x 4 cm W x 31 cm H) 1.10 lbs/0.5 kgs; UPC 847539086491  Retail Packaging: J-Card with Peggable Polybag    6 pcs/20-level Box (master): 12.99 in L x 10.24 in W x 5.51 in H (33 cm L x 26 cm W x 14 cm H) GTIN 20847539086495  Net Weight: 3.97 lbs/1.8 kgs  Gross Weight: 6.61 lbs/3 kgs  Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard B/C Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+/-5%).  - Must pass ISTA-1A carton drop test      Drawer Organizer Soft-Sided Storage  Natural  "
6854,"Large Drawer Organizer Drawer Organizer Natural Large Drawer Organizer    Product Dimensions: 12 in L x 12 in W x 4 in H (30.48 cm L x 30.48 cm W x 10.16 cm H) 0.92 lbs/0.42 kgs  Color: Natural  Materials of Construction: Body: TC Canvas (220g) Side Walls: 2mm cardboard stiffener Dividers: TC Canvas with binding edge foldable cardboard stiffener bottom insert with pull tab    PACKAGING  Artwork Brand - HCD  1 pc/retail unit (each): 5.91 in L x 1.57 in W x 12.20 in H (15 cm L x 4 cm W x 31 cm H) 1.47 lbs/0.67 kgs; UPC 847539086507  Retail Packaging: J-Card with Peggable Polybag    6 pcs/20-level Box (master): 12.99 in L x 12.60 in W x 5.51 in H (33 cm L x 32 cm W x 14 cm H) GTIN 20847539086501  Net Weight: 5.51 lbs/2.5 kgs  Gross Weight: 8.82 lbs/4 kgs  Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard B/C Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+/-5%).  - Must pass ISTA-1A carton drop test      Drawer Organizer Soft-Sided Storage  Natural  "
6855,"2pk Woven Totes Peacock woven strap 12x10x8 Product Dimensions: 12 in L x 10 in W x 8 in H /30.5 cm L x 25.4 cm W x 20.3 cm H 2lbs/0.91kgs  Color: peacock; pantone: HM088  Materials of Construction: PP 700g/100m strapping Iron frame (3.8 wire gauge)    PACKAGING  Artwork Brand - HCD  2 pcs/retail unit: 13 in L x 10.38 in W x 9.65 in H ( 33.02 m L x 26.37 cm W x  24.51 cm H) 2.38lbs/1.08kgs UPC 847539083223  Retail Packaging: Color  Hangtag; zip tie on opposite side of hang tag    6 pcs/20-level Box: 12.6 in L x 10.63 in W x 26.38 in H (32 cm L x 27 cm W x 67 cm H)   Net Weight: 12.13 lbs/5.5 kgs  Gross Weight: 14.3lbs/6.486kgs GTIN 20847539083227GTIN label required  Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash untrimmed threads poor sewing burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+/-5%).  - Master Carton must pass ISTA-3A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65 baskets Storage Bins and Baskets Silver  "
6857,"2pk Woven Totes Midnight woven strap 12x10x8 Product Dimensions: 12 in L x 10 in W x 8 in H /30.5 cm L x 25.4 cm W x 20.3 cm H 2lbs/0.91kgs  Color: midnight; pantone: HM098  Materials of Construction: PP 700g/100m strapping Iron frame (3.8 wire gauge)    PACKAGING  Artwork Brand - HCD  2 pcs/retail unit: 13 in L x 10.38 in W x 9.65 in H ( 33.02 m L x 26.37 cm W x  24.51 cm H) 2.38lbs/1.08kgs UPC 847539083230  Retail Packaging: Color Hangtag; zip tie on opposite side of hang tag    6 pcs/20-level Box: 12.6 in L x 10.63 in W x 26.38 in H (32 cm L x 27 cm W x 67 cm H)   Net Weight: 12.13 lbs/5.5 kgs  Gross Weight: 14.3lbs/6.486kgs GTIN 20847539083234GTIN label required  Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash untrimmed threads poor sewing burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+/-5%).  - Master Carton must pass ISTA-3A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65 baskets Storage Bins and Baskets Silver  "
6858,"2pk Woven Totes Spruce woven strap 12x10x8 Product Dimensions: 12 in L x 10 in W x 8 in H /30.5 cm L x 25.4 cm W x 20.3 cm H 2lbs/0.91kgs  Color: spruce; swatch: HM078  Materials of Construction: PP 700g/100m strapping Iron frame (3.8 wire gauge)    PACKAGING  Artwork Brand - HCD  2 pcs/retail unit: 13 in L x 10.38 in W x 9.65 in H ( 33.02 m L x 26.37 cm W x  24.51 cm H) 2.38lbs/1.08kgs UPC 847539083247  Retail Packaging: Color  Hangtag; zip tie on opposite side of hang tag    6 pcs/20-level Box: 12.6 in L x 10.63 in W x 26.38 in H (32 cm L x 27 cm W x 67 cm H)   Net Weight: 12.13 lbs/5.5 kgs  Gross Weight: 14.3lbs/6.486kgs GTIN 20847539083241 GTIN label required  Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash untrimmed threads poor sewing burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+/-5%).  - Master Carton must pass ISTA-3A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65 baskets Storage Bins and Baskets Silver  "
6859,"2pk Woven Tote Charcoal Stripe woven strap 12x10x8 Product Dimensions: 12 in L x 10 in W x 8 in H /30.5 cm L x 25.4 cm W x 20.3 cm H 2lbs/0.91kgs  Color: Charcoal stripe; pantone: HM111  Materials of Construction: PP 700g/100m strapping Iron frame (3.8 wire gauge)    PACKAGING  Artwork Brand - HCD  2 pcs/retail unit: 12.6 in L x 10.6 in W x 26 in H (32 cm L x 26.9 cm W x 66 cm H) 2.38lbs/1.08kgs UPC 847539083254  Retail Packaging: Color  Hangtag; zip tie on opposite side of hang tag    6 pcs/20-level Box: 12.6 in L x 10.63 in W x 26.38 in H (32 cm L x 27 cm W x 67 cm H)   Net Weight: 12.13 lbs/5.5 kgs  Gross Weight: 14.3lbs/6.486kgs GTIN 20847539083258GTIN label required  Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash untrimmed threads poor sewing burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+/-5%).  - Master Carton must pass ISTA-3A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65 baskets Storage Bins and Baskets Silver  "
6860,"2pk Woven Tote Fog Stripe woven strap 12x10x8 Product Dimensions: 12 in L x 10 in W x 8 in H /30.5 cm L x 25.4 cm W x 20.3 cm H 2lbs/0.91kgs  Color: Fog stripe (Cool Grey 1CB / white)  Materials of Construction: PP 700g/100m strapping Iron frame (3.8 wire gauge)    PACKAGING  Artwork Brand - HCD  2 pcs/retail unit: 12.6 in L x 10.6 in W x 26 in H (32 cm L x 26.9 cm W x 66 cm H) 2.38lbs/1.08kgs UPC 847539083261  Retail Packaging: Color  Hangtag; zip tie on opposite side of hang tag    6 pcs/20-level Box: 12.6 in L x 10.63 in W x 26.38 in H (32 cm L x 27 cm W x 67 cm H)   Net Weight: 12.13 lbs/5.5 kgs  Gross Weight: 14.3lbs/6.486kgs GTIN 20847539083265GTIN label required  Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash untrimmed threads poor sewing burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+/-5%).  - Master Carton must pass ISTA-3A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65 baskets Storage Bins and Baskets Silver  "
